price,condition,grade,sqft_above,sqft_basement,sqft_living15
372977,3,8,1150,540,1690
934550,4,9,2320,0,2320
1.47E+06,3,10,2130,350,2860
975000,4,9,2120,170,2910
800866,4,10,3180,0,3180
950000,4,9,3470,0,3040
624000,5,7,1540,0,1460
1.85E+06,3,9,2800,0,3220
310000,3,7,1050,0,1760
315000,4,7,1480,0,1500
675000,5,6,1010,0,1920
490000,4,8,1660,0,2210
600000,3,7,1380,1380,2060
154000,3,6,1040,0,1880
480000,4,8,2220,0,2430
196900,3,6,1270,0,1250
735000,3,10,2960,0,2960
205500,3,7,1330,0,1510
357186,3,8,1210,0,1210
275000,3,7,2120,0,2120
248500,4,7,2090,0,1700
350000,3,8,2680,0,2340
390000,3,7,1220,570,1250
390000,3,7,1250,700,1880
660000,4,9,3740,0,2180
310000,5,7,1140,0,1140
717000,3,9,2480,0,2480
260000,3,7,1410,1170,2240
745000,4,7,1490,800,1230
470000,4,7,1320,1000,2160
429000,3,8,2530,0,2340
220000,3,7,1400,0,1610
497000,3,8,1400,660,1910
716100,5,7,1640,0,2140
371000,3,6,1960,0,2430
379000,4,7,1500,1500,2170
937500,4,7,1320,0,2790
720000,5,7,1760,0,1740
616000,5,7,1420,710,1560
259000,3,7,1390,0,1530
538000,4,6,1100,300,1720
605000,4,8,3230,0,2820
369950,3,7,1110,0,1260
310000,3,7,1670,0,1670
227500,4,7,1540,0,1210
274000,3,9,1670,420,2260
410000,3,7,1410,0,1770
354800,5,7,1370,0,1620
650000,3,8,1300,610,1810
353000,3,7,1678,0,1550
224975,4,6,960,0,1160
600000,3,7,2080,0,2440
437500,4,7,1340,450,1610
567000,3,9,2540,0,2540
225000,3,7,1790,0,2040
255000,3,6,940,0,1900
2.48E+06,3,13,6110,700,2660
370000,3,6,900,0,1060
675000,3,8,1140,760,2280
285000,3,7,1040,400,1370
310000,4,7,1420,650,2011
475000,4,7,1140,1100,1740
410000,4,7,3320,0,2580
895000,3,8,1330,620,2600
375000,3,6,790,450,1130
349000,3,7,1830,0,1830
650500,3,8,1740,0,1740
760000,4,7,1410,0,1880
480000,4,7,1180,870,1440
689000,3,10,3220,0,3200
415000,5,6,980,980,1790
195000,4,7,1070,0,1350
318000,4,7,1410,1410,2700
404000,3,9,2030,2030,2950
339950,4,6,800,0,1400
215000,3,7,1260,0,1560
339900,3,8,2420,0,2260
285000,4,7,810,0,1320
550000,3,7,1110,490,1380
430000,4,7,1350,0,1940
219000,3,6,970,0,1150
555000,4,7,1080,700,1690
233000,3,7,1350,0,1470
248000,4,8,1270,570,1910
454000,4,8,1580,970,2090
950000,3,8,1700,0,2090
359000,5,8,1730,700,2160
407500,3,7,2210,530,2130
224000,4,7,1040,520,1460
210000,3,7,1040,0,1040
261000,5,7,1820,0,1410
719000,3,9,1833,0,1466
440000,3,8,2160,0,1500
525000,3,9,1510,590,2240
375000,3,7,1370,0,1510
428000,3,8,1414,0,1414
988830,3,9,4115,0,3950
199950,4,7,1550,0,1760
840000,3,8,1750,350,1800
285000,4,7,1160,0,1670
330000,3,7,3597,0,3193
147500,3,7,1230,0,1970
320000,5,8,2190,0,2190
382500,4,7,1040,0,1750
2.05E+06,3,9,3040,1650,3300
596000,5,8,1720,550,2270
220000,4,8,1950,0,1910
325000,3,8,1880,0,1970
679950,3,9,2850,0,2850
175000,3,7,1160,0,1120
268000,4,7,1370,0,1720
715000,3,10,3260,0,3470
600000,3,8,3170,0,2460
228000,2,4,390,0,2170
950000,3,11,3450,0,3450
475000,3,8,1490,0,2350
700000,4,7,1460,0,3320
275000,3,7,1300,0,1930
369500,3,7,1300,0,1930
215000,4,7,1040,500,1720
593450,4,8,2130,0,1910
498800,3,8,1350,0,1680
849000,3,8,1770,680,1620
1.15E+06,4,9,1940,0,1790
825000,3,9,2890,0,3010
265000,3,8,1340,340,1730
285000,4,8,1220,740,1650
240000,3,7,1190,400,1680
261000,3,7,1390,0,1230
330000,3,8,1610,830,2180
250000,4,7,1540,310,1620
350000,3,8,2800,0,1970
930000,3,10,3780,0,3450
275000,4,7,1000,910,1780
325000,3,7,1230,1230,2090
255000,3,7,590,220,1920
562200,4,7,1500,400,1810
952000,3,10,2320,1170,3490
365000,5,8,1570,630,2350
332900,4,7,1190,0,1190
721000,4,8,2040,0,2590
487275,3,8,2400,0,2070
310000,3,7,1670,0,1610
245000,3,6,990,0,1700
325000,4,7,2920,0,1560
550000,3,8,1840,0,2850
350000,4,7,910,0,1270
599000,3,8,2950,0,1480
259950,4,7,1240,0,1845
240000,3,7,1980,0,1600
186000,4,7,1200,0,1230
395000,3,7,1280,0,1470
475000,3,9,3150,0,3100
815000,3,10,3500,0,3110
572000,4,7,1680,0,1760
419500,3,7,1360,0,1090
298700,3,8,1530,580,2640
549000,5,7,1159,875,1156
278000,3,7,1120,780,1900
455000,3,6,1470,910,1300
925000,4,9,2230,1820,3210
465000,3,8,1120,0,1370
620000,3,8,2120,730,2380
499900,3,8,1640,720,2320
620000,3,8,1270,1270,2090
450000,3,7,1040,120,1530
690000,3,10,2220,490,2650
1.90E+06,4,9,3120,0,3740
1.94E+06,4,9,3120,0,3740
832500,4,7,1870,0,1970
245000,5,7,1010,0,1010
820000,3,11,2980,0,3670
369000,3,8,2420,0,2420
1.05E+06,3,9,3830,0,4080
653000,3,10,3040,0,1820
220650,3,7,1460,0,1340
300000,3,8,1200,740,1940
970000,3,10,3780,0,2150
360000,3,7,1950,0,2240
672500,3,9,2450,0,2450
268000,4,5,1730,0,1110
440000,3,8,1690,0,1380
1.40E+06,3,10,2550,0,2030
590000,3,9,2290,0,2340
359000,4,7,1850,860,1700
266500,4,7,1180,700,1840
635000,3,8,2930,0,2030
559000,3,9,3110,0,2220
895000,3,10,3480,0,3630
625000,3,7,1110,0,2970
650000,4,7,1880,560,1530
312500,3,7,1280,1000,2120
225000,3,6,790,110,1240
425000,3,7,1330,650,1920
329999,4,7,1820,1540,2580
572000,3,8,2340,0,2140
386500,3,8,3110,0,3110
452000,3,6,980,0,1270
278000,3,7,1480,0,1480
474900,4,8,1800,0,2480
450000,3,8,1500,630,2130
611000,3,7,1100,170,1670
214100,3,7,1150,0,1880
317000,3,8,1840,0,2000
1.00E+06,4,9,2060,1120,2850
1.00E+06,4,7,1510,0,2190
525000,3,8,3070,0,2590
436000,3,8,1800,0,1630
450000,3,8,1540,0,1990
588500,3,8,1970,360,2570
340000,3,7,1400,0,1420
482000,3,8,1976,870,1696
1.58E+06,3,11,5830,0,5340
749000,3,8,3380,0,1810
330000,4,8,1440,0,1800
568000,3,8,1740,0,1740
239000,4,7,1470,0,1430
528000,3,8,2810,0,2470
385000,3,7,1350,740,2090
825000,4,10,2570,1540,2760
815000,3,9,2350,880,1520
625000,3,9,2601,0,2080
690000,3,8,1340,730,2200
210000,3,7,1270,390,1540
599000,3,7,1590,0,2230
860000,3,8,1310,550,1630
147200,4,6,1420,0,1400
476900,4,6,960,280,1460
450000,4,8,1590,910,2360
570000,3,8,2640,0,2400
567500,4,7,1440,0,1440
790000,3,9,2130,900,2890
875000,4,7,1820,0,3020
490000,3,9,1640,580,2300
335000,4,7,1410,1020,1980
550000,4,8,1670,0,2290
385000,4,7,940,240,1230
395000,3,7,1210,410,1700
650000,5,8,1030,0,1570
637000,3,9,2900,0,2900
692500,3,9,1710,1710,2290
322400,4,8,1710,0,1990
233500,4,6,1580,0,1400
400000,3,7,990,240,1570
547000,5,7,1420,780,1300
519000,3,8,1470,1100,2570
1.03E+06,4,10,2040,1280,3240
365000,4,7,1090,0,1340
699000,4,8,2970,0,2730
525000,4,8,1970,0,1910
430000,3,9,2450,770,2810
325000,3,7,1600,0,2050
279000,5,6,670,0,760
805000,5,7,1660,700,1810
419950,3,7,1540,610,1730
425000,3,6,620,0,1180
446000,5,7,1730,0,1700
455000,3,7,1040,1460,2060
226550,3,6,990,0,990
764000,5,8,1420,0,1220
439950,4,8,2170,0,2430
453000,3,8,1880,0,1610
219950,3,7,1300,0,1420
702500,5,7,1930,430,1320
285000,4,8,1780,0,2460
798750,3,8,2160,0,1800
320000,3,7,950,0,1620
425000,3,8,1680,0,1920
540000,3,9,2290,0,2570
1.06E+06,3,11,4140,0,4440
1.17E+06,3,8,3920,0,2040
576000,4,7,1500,0,2020
525000,3,7,1140,580,1700
324950,3,7,2641,0,2641
600000,3,9,3930,1000,2760
464000,4,8,1520,940,1745
266000,4,8,1995,0,1880
775000,3,10,3010,0,3240
415000,3,7,1270,0,1220
550000,3,9,3080,0,3080
235000,3,7,1670,0,1670
280000,3,7,1470,0,1530
459000,3,7,1260,470,1800
195000,4,7,1070,0,1240
235000,4,7,1080,580,1500
711800,4,8,2410,0,2720
440000,3,7,1040,0,1290
515000,4,7,970,0,1060
1.20E+06,3,8,2910,0,2940
560000,4,8,2340,0,1970
340000,3,7,1330,550,1870
600000,3,6,970,140,1884
764000,3,9,2790,0,2780
337000,3,8,1590,0,2090
1.39E+06,4,10,2850,2850,3690
249000,3,6,1060,140,1580
350000,3,8,2360,840,3090
269950,4,7,1150,360,1510
735000,3,7,1880,0,2730
1.30E+06,4,8,2070,1000,2560
475000,4,8,2110,0,2110
339000,3,9,2350,0,2430
600000,3,8,1660,1610,2790
397500,3,7,1320,900,940
1.53E+06,3,11,5990,0,4690
460000,4,7,1760,0,2010
370000,5,7,1120,1080,1210
250000,3,6,1550,0,1370
1.10E+06,3,11,5070,0,4920
430000,3,8,1040,0,1560
1.09E+06,5,8,1660,900,2560
670000,3,8,1850,0,1600
461550,3,7,1790,300,2180
479990,3,8,1390,620,1690
643000,3,8,2518,0,2280
607000,3,8,2040,770,1890
625000,3,9,2600,0,2440
731100,3,8,1160,900,1990
859000,4,8,2920,0,3150
435000,4,8,2130,0,2220
465000,3,8,1420,870,1890
740000,3,7,1230,0,1250
740000,4,9,2020,0,3050
250000,3,7,990,440,1430
656000,3,7,1820,450,2180
300000,3,8,1910,0,1910
643000,3,7,1780,0,2740
311000,3,7,2690,0,2300
360000,4,7,1330,0,1480
475000,4,8,1700,1360,1630
469950,3,8,1760,0,1520
240000,3,7,1570,0,1890
232000,3,6,810,150,960
350000,3,7,1680,0,2480
803000,3,7,1440,0,1980
355000,3,8,1600,360,1980
475000,4,7,840,950,1440
823000,4,9,2560,0,2710
395000,4,7,1010,0,1160
499000,3,7,1900,660,1400
420000,3,7,800,400,1330
961500,3,10,3910,0,2280
833000,3,9,2260,0,2430
479000,4,8,2110,0,1860
1.15E+06,3,10,3340,0,1770
267000,3,6,1400,0,1420
555000,3,7,1760,0,3030
490000,4,8,2010,0,1850
619000,5,8,1550,750,1670
569950,4,7,1600,910,2910
549000,5,7,1340,0,1120
422500,3,7,1560,0,2220
400000,3,7,2140,1210,2580
692500,3,9,3710,0,2950
310000,3,8,2430,0,2890
499900,3,8,1630,800,2390
492000,3,8,2100,0,2050
460000,3,9,1880,0,1930
800000,5,8,1630,0,1630
832600,3,7,1640,0,1730
470000,3,8,1670,640,2600
542000,3,8,1930,0,1670
1.31E+06,3,10,3600,1150,3600
308130,2,7,1650,650,2300
310000,3,7,1050,0,1240
235000,3,6,1500,0,1130
215000,4,6,1150,0,1230
210000,3,7,1370,550,1550
730000,3,10,3660,0,3090
245000,4,7,1140,580,1330
540000,3,8,1470,630,2410
299000,3,8,2400,0,2406
510000,3,10,2540,0,3190
198000,4,7,1050,1030,1500
950000,3,10,3400,0,2650
300000,3,8,2200,0,1910
528000,3,7,1200,940,1600
507000,3,9,3030,820,2640
770000,3,9,3060,1210,2850
255000,4,7,1340,0,1370
220000,4,8,1100,0,1400
690700,3,9,2870,0,2800
447000,3,7,1320,0,1290
755000,3,7,1270,880,1740
700000,3,7,1480,990,2140
250000,4,7,1000,910,1880
320000,3,7,2130,0,1670
565000,4,9,2240,0,2410
754300,4,7,1680,120,1730
650000,4,8,1400,760,3010
529888,3,8,3140,0,3140
432000,3,8,1920,0,1830
235000,5,7,1050,0,1220
994900,3,9,3695,0,4160
489000,3,9,2710,1200,2650
800000,3,8,3010,0,3000
370000,3,7,900,470,1510
436000,3,8,1240,840,1880
395000,3,7,2250,0,2250
377691,4,7,1320,800,2120
370000,3,7,2220,0,2340
515000,5,8,1440,0,1900
169000,3,7,910,0,1020
475000,3,7,1270,0,1310
420000,3,9,2480,0,2870
1.30E+06,5,9,2510,120,1540
822000,3,9,1840,570,2930
1.50E+06,4,9,2310,620,3810
485000,3,8,1180,390,1620
270000,3,7,1200,700,1440
300000,4,8,1390,1200,2270
878000,3,9,3810,0,3290
590000,3,9,2290,0,2290
611900,4,8,1220,0,3150
240000,4,7,1100,0,1430
395000,3,8,2810,0,1680
169000,3,6,890,0,1100
200500,3,7,1280,0,1800
308000,3,8,2320,0,2360
290256,3,8,1720,0,2340
279950,4,7,1040,490,1530
195000,3,7,1580,0,1560
630000,5,6,1360,0,1890
1.16E+06,3,8,2680,0,4480
478000,3,8,1640,0,1780
835000,5,8,1700,820,1990
639000,3,9,1400,0,1500
623000,3,9,2300,0,2240
220000,3,7,1260,640,2000
526000,4,8,1250,750,2060
243500,3,6,900,0,1420
750000,3,9,2890,90,2980
329000,5,7,1850,0,1730
525000,3,7,1570,0,1610
190000,4,6,670,0,1660
772650,3,7,2660,0,2640
355000,4,8,2110,0,2110
650000,3,8,1570,400,2460
678500,5,7,1210,0,1630
669950,3,9,2670,0,2430
850000,3,10,3000,0,2980
572000,3,8,2200,0,2710
492450,2,8,1200,340,1620
813000,3,8,2080,0,2240
710000,3,8,1780,0,1900
792500,3,8,1330,630,2090
285900,4,7,1690,0,1690
389000,4,7,1250,830,1530
675000,3,8,1490,580,1940
352000,4,4,760,0,1100
1.05E+06,3,11,4020,0,3190
768500,4,8,1820,1800,2410
500000,3,7,1230,1100,1250
685000,4,7,1460,0,2200
648475,3,8,1200,1050,1720
655000,3,7,2850,0,1870
895000,5,8,1730,910,1530
195000,3,7,960,350,1310
368000,3,9,2720,0,2570
997000,3,11,3430,0,3880
335000,3,7,1340,650,1750
250000,3,7,1170,0,1410
278500,4,8,1390,0,1770
260000,3,7,1540,0,1580
162500,2,6,760,0,900
239000,3,6,1280,0,1310
600000,3,8,2990,0,3140
350000,3,7,1770,0,1770
852500,3,10,3830,0,3570
485000,3,9,2870,0,3040
299000,3,6,1520,0,1500
227450,4,5,660,0,970
383000,4,7,1200,600,1450
835000,3,9,2370,1200,3190
760000,4,8,1920,1130,1200
532500,4,7,820,0,1490
635000,3,8,1950,1660,2620
438500,5,7,770,720,1320
545500,4,7,1360,200,1670
675000,3,7,1660,0,2090
450000,4,6,760,420,1490
199999,5,5,960,0,1330
375000,3,7,1630,0,1630
600000,3,8,2260,0,2470
292600,4,7,1520,0,1450
1.04E+06,4,8,1650,1400,2920
610000,3,8,1000,0,2240
397450,4,8,2650,0,2510
382000,3,8,1270,480,2170
370000,3,8,1270,500,2180
520000,3,8,1270,500,2180
260000,4,6,770,0,990
890000,3,8,3370,0,1880
344000,3,7,1440,690,2310
205000,3,7,1050,0,1340
379000,3,8,2803,0,1810
424240,4,8,2080,0,2230
589950,4,8,2080,0,2230
582000,3,7,1190,930,2070
349000,3,9,2550,0,2410
658000,4,7,1290,0,1930
294000,4,7,1060,730,1400
690000,3,8,1860,860,2430
600000,3,7,1040,0,1440
199990,3,6,840,0,870
220000,3,7,1650,0,1400
440000,3,8,1460,620,1960
439990,3,8,1540,0,1540
815000,3,10,3880,0,3280
535000,3,8,1860,0,1860
215000,4,7,1280,0,1670
605000,3,8,2100,1100,2690
349900,3,8,2200,0,2190
495000,4,7,1070,500,1770
515100,3,8,2074,0,1840
620000,3,9,2450,0,2730
657500,3,9,2520,0,2848
250000,3,7,1190,1000,2570
385000,3,7,1190,1000,2570
307000,3,7,2320,0,1480
288000,3,7,1090,280,1470
226450,4,6,1730,0,860
390000,3,7,1110,530,1860
350000,4,6,1300,0,1380
368000,3,7,1060,500,1820
469000,3,6,730,390,2050
865000,3,9,2670,0,3080
515000,5,8,3810,0,2470
410000,4,7,1440,0,1460
210000,3,5,1200,0,1400
460000,3,7,820,700,1420
241500,3,8,1830,670,2500
322200,4,8,2010,0,1950
279000,3,7,1210,0,1470
303000,4,6,1100,0,1746
420000,4,6,800,250,1530
249000,3,7,1380,740,2050
294950,3,6,1240,0,1250
1.32E+06,3,10,2560,900,1860
335000,3,7,1270,0,1490
1.16E+06,4,10,2020,960,2760
520000,3,7,1250,0,1430
560000,4,8,1740,0,2180
243400,4,7,1730,0,1370
405000,3,7,1240,0,1350
495000,5,7,1670,0,1800
350000,3,8,2140,0,1600
368500,3,7,1520,1010,2400
99000,2,6,960,0,1260
1.07E+06,3,11,4130,0,3690
430000,3,8,1710,0,1940
412500,4,7,1490,0,1490
1.12E+06,3,11,4750,0,3300
915000,4,11,3400,0,2880
535000,3,8,2210,0,1920
390000,4,8,1130,520,1400
499000,4,7,780,480,1540
375000,4,7,1260,700,1850
349000,3,8,1800,0,1800
635000,4,7,1240,700,2340
682000,3,9,2820,0,2820
321027,4,8,1920,900,2320
150000,5,5,720,0,940
410000,3,7,1110,530,1420
449950,3,7,1560,0,1900
194990,3,6,1060,500,1300
475000,3,7,1210,700,2210
530000,4,7,1570,0,1610
319950,3,8,2038,0,2634
210000,4,7,1220,500,1690
485000,4,7,1670,0,1370
774000,4,9,2830,0,3490
478000,4,7,1210,480,1620
385000,4,7,1620,0,1590
595000,3,9,2360,0,2750
285000,3,7,1170,310,2230
723000,3,9,2700,0,2260
279000,2,7,1240,540,1860
195000,5,6,1430,0,1150
625000,5,8,1170,990,1150
270000,3,8,1800,0,2100
559000,3,8,1930,0,1640
474000,4,8,1330,630,1540
303500,3,8,1920,0,1860
350000,3,6,1470,0,1470
367500,3,7,1680,1300,1590
595000,3,7,1680,1300,1590
589000,3,8,2360,0,2660
585000,4,7,1790,0,3270
482975,3,8,1370,760,2820
365500,3,8,2030,0,2030
570000,5,8,1790,0,2150
335000,3,8,2260,0,2390
767500,4,7,1450,900,1640
386591,3,8,1150,540,1690
279000,3,7,1320,0,1010
620000,3,9,2690,0,2840
407000,3,7,1710,1100,1860
364250,3,8,2280,0,2380
399000,3,8,2540,330,2590
766950,4,10,3030,0,3360
710000,3,9,2940,0,2410
320000,3,6,1190,0,1360
300000,3,7,1800,0,1800
263000,3,8,1180,400,1620
445000,3,8,1730,0,1730
554000,4,7,1910,0,2040
335000,3,6,940,60,1900
307000,4,7,1260,1260,1930
404000,3,7,970,450,1340
775000,3,9,3080,0,2980
220000,5,7,1060,0,1300
518000,3,8,2160,0,2840
1.60E+06,3,10,4060,0,2410
315000,4,7,1100,840,1580
572650,3,8,2250,0,2110
350000,5,6,850,770,2460
285000,4,6,920,0,1640
231000,3,7,1370,0,1720
179000,4,6,920,0,920
244000,3,7,1360,0,1890
185850,3,7,1630,0,1700
610000,3,8,3210,400,2210
419000,3,9,3010,0,3010
779000,4,8,1420,900,2540
695000,3,7,1870,1420,1970
319900,3,8,2040,0,1960
329000,4,8,1320,600,2040
475226,3,8,2120,0,2000
638000,3,9,2170,0,2170
440000,3,7,900,430,1610
214000,4,6,800,780,1580
600000,4,10,2210,1370,3990
935000,4,9,1850,730,2590
630000,3,8,1670,260,2730
575000,3,7,2120,0,1690
345000,4,8,1410,580,1660
323000,4,7,1310,0,2280
425000,4,10,2670,0,1960
411000,4,7,1010,900,2050
299800,4,6,1530,0,1520
823000,4,9,2780,140,2020
200000,3,7,1010,0,1110
760000,4,9,1630,820,3150
359950,3,7,1820,0,1820
375000,4,7,1470,620,1700
295000,3,7,1100,1100,2590
250000,3,8,1570,680,1550
497000,3,8,1450,0,1450
520000,4,8,2280,0,2180
365000,3,8,2100,620,2280
459900,3,8,1460,790,1930
158000,3,7,940,150,1840
294700,4,7,1300,670,1710
439950,3,7,2780,0,1650
899000,4,8,1550,740,2790
535000,3,7,1390,940,1850
530000,3,10,4060,0,1830
215000,4,8,1470,0,1640
290000,3,6,920,700,1540
798000,3,9,3220,0,3100
785000,3,9,3270,0,3120
433000,3,8,1730,430,2910
425000,3,7,1010,140,1150
654000,3,8,1540,700,1960
215000,4,6,1280,0,1070
232000,3,6,840,0,1010
675000,4,8,1680,0,2250
665000,4,7,1550,780,1750
835000,3,10,3030,0,2780
525000,3,7,2880,0,1470
780000,5,7,2010,900,2400
844000,3,10,3090,0,3200
680000,3,8,2720,0,2580
290000,3,7,1310,0,1330
560000,4,8,1360,430,1790
605500,3,9,2830,0,2710
762500,3,9,3150,0,3150
1.74E+06,3,9,2910,1020,2040
665000,5,8,1420,1420,2250
540000,3,7,1640,840,1940
375000,3,7,1330,600,1940
342000,3,6,720,540,1300
340000,4,6,670,0,1880
1.25E+06,4,10,2540,1390,3600
693000,3,10,3160,0,3350
638500,4,8,1770,0,2310
805000,4,8,2240,0,1990
250000,4,7,990,0,1420
325000,3,7,1580,0,2070
270000,3,7,1560,0,1250
880000,5,8,1760,880,1960
300000,4,6,1440,680,1590
290000,3,6,1200,0,1100
2.85E+06,5,10,2870,2170,4050
259950,5,5,1260,200,1150
1.78E+06,3,13,4890,0,5790
299950,5,7,1580,0,1180
483000,4,8,1330,770,2100
890000,4,8,2060,0,2030
719000,4,8,1690,0,2140
785000,5,8,1920,1450,2440
660000,3,9,2330,0,2330
264000,4,7,1080,740,1810
575000,4,8,1890,0,2720
1.22E+06,3,10,3820,0,3140
475000,3,9,2770,0,1830
845800,3,10,3020,0,3120
352500,3,7,1170,0,1610
347000,3,7,1270,0,1390
560000,3,8,1950,0,2040
323000,4,7,1330,900,2230
595000,4,7,2220,0,2010
257500,3,7,1170,890,1890
450000,3,7,1100,0,1200
410000,3,7,900,240,1300
810000,4,9,1320,660,2450
372500,3,7,1300,1180,2290
325000,3,7,1050,0,1440
280000,3,6,1260,0,1990
258000,3,6,880,800,2150
329950,4,7,1360,0,1050
836000,4,9,2030,420,2730
365000,3,8,2260,0,2180
111300,4,5,1060,0,940
864000,4,10,3720,0,2830
725000,5,7,1610,0,2010
550000,3,8,2670,680,2730
130000,3,7,790,0,1560
765000,3,7,990,670,2070
255000,4,7,1420,0,1720
439500,4,8,1570,480,2700
268000,4,7,1250,0,1640
985000,4,7,1700,0,2100
751305,3,10,2660,0,2920
280000,3,6,1350,0,1380
304000,2,7,1110,700,1810
200000,3,8,1730,480,1750
325000,4,7,1420,700,1780
736000,3,8,1540,930,2850
426500,3,9,2700,0,2900
640000,4,7,880,880,1330
230000,3,6,1930,0,1130
366350,4,6,1680,0,1560
365000,4,6,910,480,1610
482000,3,8,2240,0,2240
345000,3,7,1980,0,1730
682000,5,8,1830,0,2120
657500,4,6,980,0,1150
895000,3,8,3550,0,3140
425000,5,7,920,740,1530
532500,3,8,2040,450,2120
540000,3,9,2329,0,2660
578000,3,8,1790,0,2060
1.09E+06,3,8,1840,990,3420
322500,3,7,1160,0,1160
140000,3,7,1000,0,1190
485000,4,8,1820,720,1650
575000,4,8,1440,310,1950
421000,3,8,2890,0,2120
355000,3,7,1200,670,1270
515000,3,8,2200,0,1970
309000,4,7,1300,0,1740
815000,3,10,2530,880,3140
285000,3,7,1160,0,1600
700000,3,8,2100,0,1830
289000,3,7,1490,0,1640
458000,3,7,3280,0,3210
230000,4,8,1450,0,1860
432500,4,7,1420,510,1600
288000,3,7,1040,620,1240
354000,3,7,1260,0,1320
119500,2,6,1170,0,1590
805000,4,9,2020,1330,2870
435000,3,7,1420,0,1420
260000,4,7,1630,540,2049
377000,5,6,900,900,1770
602000,3,8,2000,0,1950
530000,3,7,960,700,1510
525000,4,7,770,770,1090
250000,3,7,890,270,1160
681000,3,7,1700,0,2080
625000,3,8,1580,0,2080
448500,3,8,2080,0,2110
260000,3,6,1030,0,1380
538000,4,7,1020,750,2000
385500,3,7,1120,420,1910
428400,3,9,2650,0,2630
346290,3,8,2690,0,2640
587000,3,9,2210,0,2460
355000,3,7,2390,0,2560
650000,4,8,1480,1100,2140
340000,3,7,2160,0,2160
565000,4,8,1430,800,1970
630000,5,7,2000,0,2200
227000,5,6,1280,0,1260
600000,4,8,1640,1170,2400
540400,3,8,1680,0,1910
569000,3,8,2150,0,2150
735000,3,9,2820,0,2910
434000,3,7,1210,540,1930
578888,2,7,1000,60,1310
465425,3,7,2430,0,2580
280500,3,8,1590,1070,2250
539950,3,9,1670,0,2330
406430,4,7,1380,0,1380
1.15E+06,3,11,4160,0,5330
250000,3,8,1790,0,1790
266000,3,7,1460,480,1750
258000,3,7,1390,0,1630
472000,3,8,1200,1000,2600
530000,3,8,1264,0,1264
302282,3,7,1095,0,1310
370000,3,6,750,100,1880
625000,4,7,1170,590,1850
142500,4,5,690,0,1330
334000,3,7,1400,0,1820
362000,3,7,1810,0,1670
181000,3,7,950,360,1310
241500,4,7,1400,0,1440
245000,4,7,1180,1170,1680
227500,3,7,1150,0,1220
158550,4,7,1710,0,1480
450000,5,7,1130,530,1680
485000,4,7,1950,0,2340
353000,3,7,1780,0,1160
500000,3,8,2450,0,2460
360000,3,7,1560,500,2060
357500,4,7,1540,0,1550
272000,3,7,1650,0,1650
422000,3,7,1160,0,1300
365000,3,7,1440,0,1780
450000,4,8,1610,540,2150
275053,3,6,1060,0,1100
1.88E+06,4,9,2620,0,3400
725000,3,7,960,670,1880
235000,4,7,1500,340,1430
510000,3,5,820,0,1810
489950,3,5,820,0,1810
463000,3,8,2010,0,2010
536000,3,8,1990,0,2150
375000,3,8,2990,0,2590
630000,3,9,2540,0,3640
362000,4,7,1140,500,2020
350000,3,9,1490,1010,2830
1.69E+06,3,11,4020,0,3930
255000,3,6,1390,110,1310
269000,5,7,1088,506,1536
370000,4,7,2130,0,1070
270000,3,7,1130,0,1390
265000,3,7,1690,0,1850
487000,3,7,960,480,1400
835000,3,10,3270,0,3270
850000,3,9,2200,2150,2180
575000,5,7,1020,590,1610
335000,3,7,950,0,2270
318000,5,6,1010,0,1590
510000,3,7,1420,0,2330
242500,4,7,1200,0,1380
750000,4,7,1010,1010,1890
439900,3,7,3390,0,2580
710000,3,8,1460,240,1620
2.40E+06,3,9,2760,650,3540
435000,3,8,1630,400,2120
874000,5,7,1560,1300,2290
385000,4,7,870,820,1320
110000,3,5,760,0,1360
477000,3,7,1210,570,1780
500000,5,8,1550,0,1440
885000,3,10,4090,0,3510
235000,5,7,880,0,1240
210000,3,7,880,440,1490
320000,3,6,950,0,1480
406000,3,7,1390,0,1910
350000,4,8,1220,680,1850
350000,4,7,1392,0,1640
720000,3,10,3340,0,3160
604700,3,9,1720,1030,2860
343000,5,5,1400,0,1250
558000,3,8,1280,940,2020
364000,3,7,1210,0,1100
420000,3,7,1290,1100,2270
450000,3,7,1870,0,1870
392000,4,7,810,130,940
100000,3,5,860,260,1120
480000,3,8,1250,0,1250
212000,4,7,1060,0,1270
560000,5,7,1600,810,2410
359950,3,8,2844,0,2273
535000,5,7,1330,870,2290
980000,3,10,2830,630,1890
720000,3,8,1580,0,2170
619950,3,7,920,600,1600
489000,3,9,2260,0,2750
415000,4,7,1000,800,1690
672500,3,10,2650,0,2650
352500,3,7,1000,0,1090
258750,4,6,1150,1150,1230
350000,4,6,1080,0,1410
152000,3,7,902,0,1510
378500,3,7,730,0,1620
1.02E+06,4,8,2600,0,2750
419000,4,7,1570,0,1570
895000,4,9,1970,906,3500
668500,4,8,1780,510,2360
487000,3,8,1470,0,1470
538000,3,8,1970,650,1960
898000,4,8,1450,1230,2900
315000,3,8,2020,0,1940
800000,3,7,2100,0,2100
516130,4,8,1510,0,1770
1.60E+06,3,10,1790,1060,2850
1.20E+06,3,11,3400,880,3520
355425,4,8,1678,1560,3056
1.16E+06,3,10,2740,0,2740
689000,4,7,2020,0,2250
500000,3,7,1520,0,1520
430000,4,8,2300,1560,2520
299500,4,7,1080,520,1620
349950,3,8,2090,0,2080
